#,Name,Team,Pos,Pos Det,Games,Health,Snaps,Tackles,Tackles Solo,Tackles Ast,TFL,Sacks,Pass Def,Ints,Fum Forc,Fum Rec,Saf,TD Ret,Ret Yds,STD PTS
568,LaCale London,ATL,DL,DE,17,,307.0,20.9,8.5,12.0,2.4,0.6,0.9,0.3,0.3,0.2,0.0,0.1,5,34.1
569,Devon Key,DEN,DB,FS,17,,244.0,22.8,12.2,9.9,0.7,0.7,1.0,0.1,0.3,0.1,0.0,0.0,3,34.1
570,Jeremiah Trotter Jr.,PHI,LB,LILB,17,,177.0,23.6,10.7,12.3,1.5,0.6,1.1,0.1,0.2,0.1,0.0,0.0,2,34.0
571,Brandon Dorlus,ATL,DL,DT,17,,225.0,19.5,7.2,10.9,2.2,1.7,0.5,0.2,0.2,0.1,0.0,0.1,4,34.0
572,Chris Rumph,NO,DL,DE,17,,306.0,22.4,9.3,13.2,2.6,0.0,0.9,0.3,0.3,0.1,0.0,0.1,5,34.0
573,Trevor Nowaske,DET,LB,ROLB,17,,223.0,21.4,8.4,11.7,1.3,1.3,0.9,0.3,0.2,0.1,0.0,0.1,5,33.8
574,Shemar Turner,CHI,DL,DT,17,Q,350.0,22.4,8.9,13.5,2.6,0.0,0.8,0.2,0.4,0.2,0.0,0.1,4,33.6
575,Matthew Butler,MIA,DL,DE,17,,246.0,21.5,8.6,12.2,2.4,0.7,0.7,0.2,0.3,0.1,0.0,0.0,3,33.5
576,Donovan Ezeiruaku,DAL,DL,DE,17,,293.0,21.9,9.1,12.8,2.5,0.0,0.9,0.2,0.3,0.2,0.0,0.1,4,33.2
577,Avonte Maddox,DET,DB,CB,17,,291.0,19.6,10.4,9.2,0.5,0.0,3.9,0.3,0.3,0.1,0.0,0.0,5,32.9
578,Alfred Collins,SF,DL,DT,17,,293.0,21.7,8.6,13.1,2.6,0.0,0.7,0.3,0.4,0.2,0.0,0.1,4,32.7
579,Denico Autry,HOU,DL,DE,12,O,219.0,17.6,6.2,8.7,1.7,2.4,1.3,0.1,0.2,0.1,0.0,0.0,1,32.6
580,Yahya Black,PIT,DL,DE,17,,319.0,21.0,8.7,12.3,2.4,0.0,0.9,0.3,0.4,0.2,0.0,0.1,5,32.5
581,T.J. Sanders,BUF,DL,DT,17,,305.0,21.1,8.4,12.7,2.5,0.0,0.7,0.3,0.4,0.2,0.0,0.1,4,32.4
582,Eric Johnson,IND,DL,DT,17,,239.0,20.9,8.0,12.2,2.4,0.7,0.6,0.1,0.3,0.1,0.0,0.0,2,32.3
583,Roy Lopez,DET,DL,DT,17,,266.0,20.6,8.0,12.1,2.4,0.5,1.3,0.1,0.3,0.1,0.0,0.0,2,32.0
584,Myles Harden,CLE,DB,CB,17,,249.0,20.4,10.8,9.5,0.6,0.1,2.7,0.2,0.3,0.1,0.0,0.0,4,31.9
585,Joshua Williams,KC,DB,CB,17,,240.0,19.6,10.2,9.0,0.5,0.4,2.7,0.3,0.3,0.1,0.0,0.0,4,31.7
586,Jamaree Caldwell,LAC,DL,NT,17,,307.0,20.9,8.6,12.3,2.5,0.0,0.7,0.3,0.3,0.2,0.0,0.1,4,31.6
587,Elijah Roberts,TB,DL,DE,17,,263.0,20.4,8.5,11.9,2.4,0.0,0.8,0.3,0.3,0.2,0.0,0.1,5,31.6
588,Tatum Bethune,SF,LB,MLB,17,,183.0,21.6,10.1,11.1,1.4,0.5,0.7,0.1,0.2,0.1,0.0,0.0,2,31.5
589,Chidobe Awuzie,BAL,DB,CB,17,,238.0,19.6,10.4,9.2,0.6,0.0,2.5,0.3,0.3,0.2,0.0,0.0,5,31.3
590,Sai’vion Jones,DEN,DL,DE,17,,313.0,20.2,8.4,11.9,2.3,0.0,0.9,0.2,0.3,0.2,0.0,0.1,4,31.2
591,Darrell Baker,TEN,DB,CB,17,,281.0,20.0,10.6,9.4,0.5,0.0,3.0,0.2,0.3,0.1,0.0,0.0,3,31.2
592,Oluwafemi Oladejo,TEN,LB,LOLB,17,,267.0,22.5,9.4,13.1,1.4,0.0,0.9,0.3,0.3,0.1,0.0,0.0,4,31.1
593,Oluwafemi Oladejo,TEN,LB,OLB,17,,267.0,21.4,10.6,10.8,1.4,0.0,0.9,0.3,0.3,0.1,0.0,0.0,4,31.1
594,Eyioma Uwazurike,DEN,DL,DE,17,,200.0,18.5,7.1,10.0,2.0,1.4,0.5,0.2,0.2,0.1,0.0,0.0,3,31.0
595,Josh Uche,PHI,LB,SLB,17,,177.0,18.1,8.5,7.7,1.0,1.8,0.5,0.1,0.2,0.1,0.0,0.0,2,30.7
596,Drake Thomas,SEA,LB,RILB,17,,167.0,22.2,9.6,12.5,1.3,0.2,1.0,0.1,0.2,0.1,0.0,0.0,2,30.6
597,K’Lavon Chaisson,NE,LB,ROLB,17,,188.0,17.3,6.4,8.9,0.9,2.1,0.9,0.2,0.2,0.1,0.0,0.0,4,30.4
598,Braiden McGregor,NYJ,DL,DE,17,,189.0,18.5,7.3,10.3,2.1,1.0,0.6,0.2,0.2,0.1,0.0,0.0,3,30.3
599,Elijah Williams,MIN,DL,DE,17,,265.0,19.6,8.1,11.5,2.3,0.0,0.8,0.2,0.3,0.2,0.0,0.1,4,29.9
600,Dadrion Taylor-Demerson,ARI,DB,SS,17,,167.0,20.2,10.7,9.4,0.8,0.1,2.0,0.1,0.2,0.1,0.0,0.0,2,29.8
601,Anfernee Jennings,NE,LB,SLB,17,,188.0,20.1,10.3,9.3,1.5,0.6,0.3,0.0,0.2,0.1,0.0,0.0,1,29.8
602,Alijah Huzzie,HOU,DB,CB,17,O,268.0,19.0,10.1,8.9,0.5,0.0,2.8,0.2,0.3,0.1,0.0,0.0,3,29.7
603,Ty Hamilton,LAR,DL,DT,17,,272.0,19.6,7.8,11.8,2.3,0.0,0.7,0.2,0.3,0.2,0.0,0.1,4,29.6
604,D.J. Johnson,CAR,LB,LOLB,17,,183.0,21.2,8.7,12.1,1.5,0.5,0.7,0.1,0.2,0.1,0.0,0.0,2,29.5
605,John Ridgeway,NO,DL,DT,13,,226.0,19.6,7.6,11.6,2.3,0.4,0.5,0.1,0.2,0.1,0.0,0.0,2,29.3
606,Kyle Kennard,LAC,LB,LOLB,17,,259.0,20.8,8.7,12.1,1.3,0.0,0.8,0.2,0.3,0.1,0.0,0.0,4,28.9
607,Cody Lindenberg,LV,LB,ROLB,17,,246.0,20.6,8.6,12.0,1.3,0.0,0.8,0.2,0.3,0.1,0.0,0.0,4,28.8
608,Josh Paschal,DET,DL,DE,16,O,247.0,17.3,6.7,9.4,1.9,1.3,0.5,0.1,0.2,0.1,0.0,0.0,2,28.7
609,Chauncey Golston,NYG,LB,OLB,17,,208.0,16.1,7.4,7.5,1.1,1.4,1.0,0.2,0.2,0.1,0.0,0.0,3,28.4
610,Ty’Ron Hopper,GB,LB,LOLB,17,,178.0,18.7,7.4,10.2,1.2,1.0,0.7,0.1,0.2,0.1,0.0,0.0,2,28.4
611,Ty Robinson,PHI,DL,DT,17,,294.0,18.5,7.4,11.2,2.2,0.0,0.7,0.2,0.3,0.2,0.0,0.1,4,28.2
612,Jake Hansen,HOU,LB,ROLB,17,,194.0,19.8,7.9,11.1,1.2,0.7,0.6,0.1,0.2,0.1,0.0,0.0,2,28.1
613,Cameron McGrone,IND,LB,MLB,17,,159.0,18.4,8.3,9.1,1.1,0.9,0.7,0.1,0.2,0.1,0.0,0.0,2,28.0
614,Thomas Booker,LV,DL,DT,17,,162.0,16.3,5.9,9.0,1.7,1.4,0.7,0.1,0.2,0.1,0.0,0.0,2,27.9
615,Theo Jackson,MIN,DB,FS,17,,169.0,16.5,9.1,7.4,0.6,0.1,1.8,0.6,0.2,0.1,0.0,0.1,9,27.9
616,Kayvon Thibodeaux,NYG,LB,OLB,17,,208.0,13.8,5.7,5.8,0.8,2.7,0.6,0.1,0.2,0.1,0.0,0.0,1,27.9
617,DJ James,NE,DB,CB,17,,255.0,17.1,9.1,8.0,0.5,0.1,2.7,0.2,0.3,0.1,0.0,0.0,4,27.8
618,Rylie Mills,SEA,DL,DE,17,O,270.0,17.8,7.4,10.4,2.1,0.0,0.8,0.3,0.3,0.2,0.0,0.1,4,27.7
619,Justin Jones,ARI,DL,DE,13,,208.0,16.3,6.3,8.8,1.8,1.3,0.7,0.1,0.2,0.1,0.0,0.0,2,27.6
620,Marques Sigle,SF,DB,FS,17,,216.0,18.7,10.3,8.4,0.7,0.0,1.1,0.2,0.3,0.1,0.0,0.0,3,27.6
621,Byron Young,PHI,DL,DE,17,,251.0,16.2,6.3,8.9,1.8,0.9,0.7,0.2,0.3,0.1,0.0,0.1,4,27.6
622,Austin Booker,CHI,DL,DE,13,,197.0,16.5,6.3,8.8,1.8,1.3,0.5,0.1,0.2,0.1,0.0,0.0,2,27.5
623,Easton Mascarenas-Arnold,CLE,LB,ROLB,17,,219.0,19.9,8.3,11.6,1.3,0.0,0.7,0.2,0.3,0.1,0.0,0.0,3,27.4
624,Jihaad Campbell,PHI,LB,RILB,17,,177.0,20.1,8.7,11.4,1.3,0.0,0.7,0.2,0.2,0.1,0.0,0.0,3,27.3
625,Tyleik Williams,DET,DL,DT,17,,266.0,18.4,7.3,11.1,2.2,0.0,0.6,0.2,0.3,0.1,0.0,0.0,3,27.3
626,Tyleik Williams,DET,DL,DT,17,,266.0,18.4,7.3,11.1,2.2,0.0,0.6,0.2,0.3,0.1,0.0,0.0,3,27.3
627,Marco Wilson,CIN,DB,RCB,17,,227.0,16.6,10.8,5.8,0.5,0.0,2.4,0.1,0.2,0.1,0.0,0.0,2,27.3
628,Jeremiah Trotter,PHI,LB,LILB,17,,177.0,19.7,9.1,10.6,1.3,0.0,0.7,0.1,0.2,0.1,0.0,0.0,2,27.3
629,Ja’markis Weston,NYJ,LB,ROLB,13,,209.0,19.5,8.1,11.3,1.3,0.0,0.7,0.3,0.2,0.1,0.0,0.0,4,27.2
630,James Pearce Jr.,ATL,LB,OLB,17,,232.0,17.4,8.6,8.8,1.2,0.0,0.8,0.4,0.2,0.1,0.0,0.1,5,26.7
631,Jordan Phillips,MIA,DL,NT,17,,245.0,17.6,7.3,10.3,2.1,0.0,0.5,0.2,0.3,0.1,0.0,0.0,3,26.7
632,Isaiahh Loudermilk,PIT,DL,DE,17,,207.0,16.9,6.8,9.6,1.9,0.5,0.8,0.1,0.2,0.1,0.0,0.0,2,26.6
633,Jarrick Bernard-Converse,CLE,DB,CB,17,,202.0,16.7,8.8,7.8,0.5,0.1,2.4,0.2,0.2,0.1,0.0,0.0,4,26.5
634,Michael Hoecht,BUF,DL,DE,11,O,186.0,16.2,6.3,8.9,1.7,1.0,0.7,0.1,0.2,0.1,0.0,0.0,1,26.5
635,Ruben Hyppolite,CHI,LB,MLB,17,,187.0,18.9,9.0,9.9,1.2,0.0,0.7,0.1,0.2,0.1,0.0,0.0,2,26.4
636,Ruben Hyppolite II,CHI,LB,MLB,17,,187.0,18.9,9.0,9.9,1.2,0.0,0.7,0.1,0.2,0.1,0.0,0.0,2,26.3
637,Danny Stutsman,NO,LB,MLB,17,,159.0,18.9,9.0,9.9,1.2,0.0,0.7,0.2,0.1,0.1,0.0,0.0,3,26.3
638,Kitan Oladapo,GB,DB,SS,17,,207.0,17.8,9.5,8.4,0.7,0.0,1.3,0.2,0.2,0.1,0.0,0.0,3,26.3
639,Nahshon Wright,CHI,DB,RCB,17,,256.0,14.7,9.6,5.1,0.5,0.1,2.7,0.2,0.3,0.1,0.0,0.0,3,26.1
640,Ja’Quan McMillian,DEN,DB,CB,17,,182.0,15.1,7.9,6.9,0.4,0.4,2.1,0.4,0.2,0.1,0.0,0.1,7,26.0
641,Josh Wallace,LAR,DB,CB,17,,210.0,15.8,8.4,7.4,0.5,0.1,2.7,0.2,0.2,0.1,0.0,0.0,3,25.8
642,Derion Kendrick,SEA,DB,CB,17,,236.0,15.1,8.0,7.1,0.5,0.0,2.4,0.4,0.3,0.1,0.0,0.1,6,25.8
643,P.J. Mustipher,ARI,DL,DT,17,,209.0,15.2,5.8,8.8,1.7,0.8,0.5,0.2,0.2,0.1,0.0,0.0,3,25.6
644,Jonathan Owens,CHI,DB,FS,17,,174.0,17.4,9.5,7.7,0.7,0.2,1.1,0.1,0.2,0.1,0.0,0.0,2,25.6
645,Qwan’tez Stiggers,NYJ,DB,CB,17,,188.0,16.0,8.5,7.5,0.5,0.1,2.1,0.2,0.2,0.1,0.0,0.0,4,25.2
646,Jalen McLeod,JAC,LB,LOLB,13,,207.0,17.9,7.5,10.4,1.2,0.0,0.7,0.2,0.2,0.1,0.0,0.0,3,24.8
647,Zayne Anderson,GB,DB,SS,17,Q,170.0,15.5,8.2,7.2,0.6,0.1,1.5,0.4,0.2,0.1,0.0,0.0,6,24.7
648,Derrick Nnadi,KC,DL,DT,17,,184.0,16.4,6.3,9.6,1.9,0.5,0.5,0.1,0.2,0.1,0.0,0.0,1,24.7
649,Drew Sanders,DEN,LB,RILB,13,,128.0,18.0,7.6,9.9,1.1,0.4,0.5,0.1,0.1,0.1,0.0,0.0,1,24.7
650,Corey Thornton,CAR,DB,CB,17,,229.0,15.1,8.0,7.1,0.5,0.0,2.4,0.3,0.2,0.1,0.0,0.0,4,24.6
651,Nick Hampton,LAR,LB,ROLB,17,,178.0,17.2,7.0,9.8,1.1,0.4,0.7,0.1,0.2,0.1,0.0,0.0,2,24.6
652,Nohl Williams,KC,DB,LCB,17,,217.0,14.0,9.5,4.5,0.5,0.0,2.2,0.2,0.2,0.1,0.0,0.0,3,24.4
653,Shaka Heyward,CIN,LB,LOLB,17,,149.0,16.2,6.4,8.9,1.0,1.0,0.5,0.1,0.2,0.1,0.0,0.0,2,24.4
654,Levi Drake Rodriguez,MIN,DL,NT,17,Q,159.0,14.8,5.7,8.1,1.6,1.0,0.3,0.1,0.2,0.1,0.0,0.0,2,24.3
655,Kain Medrano,WAS,LB,ROLB,17,,203.0,17.5,7.3,10.2,1.1,0.0,0.7,0.2,0.2,0.1,0.0,0.0,3,24.2
656,Larry Ogunjobi,BUF,DL,DT,11,O,186.0,15.5,5.9,8.9,1.8,0.7,0.2,0.1,0.2,0.1,0.0,0.0,1,24.2
657,Ale Kaho,WAS,LB,LOLB,17,,203.0,17.5,7.3,10.1,1.1,0.0,0.7,0.2,0.2,0.1,0.0,0.0,3,24.2
658,Jahlani Tavai,NE,LB,MLB,13,,142.0,16.6,7.8,8.6,1.1,0.2,0.7,0.2,0.1,0.1,0.0,0.0,3,24.1
659,Nazir Stackhouse,GB,DL,DT,17,,221.0,16.0,6.3,9.6,1.9,0.0,0.5,0.2,0.3,0.1,0.0,0.0,3,24.0
660,Bam Martin-Scott,CAR,LB,LILB,17,,136.0,17.5,8.2,9.4,1.2,0.0,0.5,0.1,0.1,0.1,0.0,0.0,2,24.0
661,Mac McWilliams,PHI,DB,CB,17,,240.0,14.4,7.7,6.8,0.4,0.0,2.5,0.2,0.3,0.1,0.0,0.0,4,24.0
662,Barryn Sorrell,GB,DL,DE,17,,221.0,15.5,6.4,9.1,1.8,0.0,0.7,0.2,0.3,0.1,0.0,0.0,3,23.9
663,Tremon Smith,HOU,DB,CB,17,,187.0,14.9,7.9,7.0,0.4,0.1,2.2,0.2,0.2,0.1,0.0,0.0,4,23.9
664,Art Green,NYG,DB,CB,17,,203.0,14.6,7.7,6.8,0.5,0.1,2.3,0.2,0.2,0.1,0.0,0.0,3,23.7
665,Azeez Ojulari,PHI,LB,OLB,17,,177.0,13.9,6.1,6.2,0.8,1.5,0.4,0.1,0.2,0.1,0.0,0.0,1,23.6
666,Jay Toia,DAL,DL,DT,17,,208.0,15.9,6.3,9.6,1.9,0.0,0.5,0.1,0.2,0.1,0.0,0.0,2,23.6
667,Benjamin St-Juste,LAC,DB,CB,17,,194.0,15.2,8.0,7.1,0.4,0.1,2.0,0.1,0.2,0.1,0.0,0.0,2,23.5
668,Rock Ya-Sin,DET,DB,CB,17,,203.0,14.7,7.8,6.9,0.5,0.0,2.3,0.2,0.2,0.1,0.0,0.0,3,23.5
669,Marcelino McCrary-Ball,NYJ,LB,LOLB,17,,170.0,16.2,6.6,9.2,1.1,0.4,0.6,0.2,0.2,0.1,0.0,0.0,3,23.5
670,CJ West,SF,DL,DT,17,,210.0,15.5,6.2,9.4,1.8,0.0,0.5,0.2,0.3,0.1,0.0,0.0,3,23.4
671,Cooper McDonald,KC,LB,MLB,17,,143.0,16.9,8.1,8.9,1.1,0.0,0.6,0.1,0.2,0.1,0.0,0.0,2,23.4
672,Gabe Hall,PHI,DL,DE,17,,206.0,13.7,5.3,7.5,1.5,0.8,0.6,0.2,0.2,0.1,0.0,0.0,3,23.3
673,D’Marco Jackson,CHI,LB,ROLB,17,,187.0,16.5,6.8,9.5,1.0,0.3,0.7,0.1,0.2,0.1,0.0,0.0,2,23.2
674,Mike Morris,SEA,DL,DE,17,Q,164.0,13.4,5.2,7.3,1.5,1.0,0.5,0.1,0.2,0.1,0.0,0.0,2,22.9
675,Jack Sawyer,PIT,LB,LOLB,17,,203.0,16.2,6.8,9.4,1.0,0.0,0.7,0.2,0.2,0.1,0.0,0.0,3,22.8
676,Zah Frazier,CHI,DB,RCB,13,O,231.0,12.9,8.4,4.5,0.4,0.0,2.4,0.2,0.2,0.1,0.0,0.0,3,22.7
677,Ty Okada,SEA,DB,FS,17,,169.0,14.9,8.2,6.7,0.5,0.1,1.0,0.2,0.2,0.1,0.0,0.0,3,22.4
678,Christian Roland-Wallace,KC,DB,CB,17,,167.0,13.7,7.3,6.4,0.4,0.0,1.8,0.3,0.2,0.1,0.0,0.0,5,22.2
679,Chaz Chambliss,MIN,LB,LOLB,17,,182.0,15.8,6.6,9.2,1.0,0.0,0.7,0.2,0.2,0.1,0.0,0.0,3,22.1
680,Lathan Ransom,CAR,DB,SS,17,,179.0,15.0,8.0,7.1,0.5,0.0,1.1,0.2,0.2,0.1,0.0,0.0,3,22.1
681,Ugochukwu Amadi,NO,DB,SS,17,,123.0,14.2,7.3,6.5,0.5,0.4,1.2,0.2,0.1,0.1,0.0,0.0,3,22.0
682,Isaiah Stalbird,NO,LB,LOLB,17,,169.0,15.1,6.1,8.6,1.0,0.4,0.5,0.2,0.1,0.1,0.0,0.0,3,21.7
683,Jaylan Ford,NO,LB,ROLB,17,,169.0,15.1,6.1,8.6,1.0,0.4,0.5,0.2,0.1,0.1,0.0,0.0,3,21.7
684,Jamal Hill,HOU,LB,MLB,17,,119.0,14.5,6.5,7.2,0.9,0.7,0.5,0.1,0.1,0.1,0.0,0.0,1,21.6
685,Elijah Hicks,CHI,DB,FS,17,,174.0,14.8,8.2,6.6,0.6,0.0,1.0,0.1,0.2,0.1,0.0,0.0,2,21.6
686,Joe Bachie,IND,LB,LOLB,17,,159.0,15.2,6.3,8.7,0.9,0.3,0.6,0.1,0.2,0.1,0.0,0.0,2,21.4
687,Juanyeh Thomas,DAL,DB,FS,17,,137.0,14.7,8.1,6.6,0.5,0.0,1.0,0.1,0.2,0.1,0.0,0.0,2,21.4
688,Princely Umanmielen,CAR,LB,ROLB,17,Q,183.0,15.0,6.2,8.7,1.0,0.0,0.7,0.2,0.2,0.1,0.0,0.0,4,21.3
689,Nic Scourton,CAR,LB,LOLB,17,,183.0,14.9,6.3,8.7,1.0,0.0,0.7,0.2,0.2,0.1,0.0,0.0,3,21.2
690,Dennis Gardeck,JAC,DL,RDE,17,,102.0,10.5,4.9,4.4,1.2,1.4,0.5,0.2,0.1,0.1,0.0,0.0,2,21.1
691,Joey Blount,ARI,DB,FS,17,,150.0,12.5,6.9,5.6,0.5,0.1,0.8,0.5,0.2,0.1,0.0,0.1,8,21.1
692,Adisa Isaac,BAL,LB,OLB,12,,120.0,13.9,6.8,6.9,1.0,0.2,0.5,0.1,0.2,0.1,0.0,0.0,2,20.8
693,Jeffrey Bassa,KC,LB,LOLB,17,,170.0,15.1,6.3,8.8,1.0,0.0,0.6,0.1,0.2,0.1,0.0,0.0,2,20.8
694,Denzel Burke,ARI,DB,CB,17,,193.0,12.6,6.7,5.9,0.3,0.0,2.0,0.2,0.2,0.1,0.0,0.0,4,20.7
695,Caelen Carson,DAL,DB,CB,13,,149.0,13.2,7.0,6.2,0.4,0.0,1.9,0.1,0.2,0.1,0.0,0.0,1,20.2
696,Ty Robinson,PHI,DL,NT,17,,209.0,13.1,5.4,7.7,1.6,0.0,0.5,0.2,0.2,0.1,0.0,0.0,3,20.2
697,B.J. Ojulari,ARI,LB,ROLB,11,O,174.0,14.3,5.9,8.3,0.9,0.0,0.6,0.2,0.2,0.1,0.0,0.0,3,20.0
698,Markquese Bell,DAL,DB,SS,17,,118.0,14.3,7.5,6.7,0.5,0.0,0.8,0.0,0.1,0.1,0.0,0.0,1,19.7
699,Daniel Hardy,CHI,DL,DE,17,,153.0,11.5,4.4,6.2,1.2,0.9,0.5,0.1,0.2,0.1,0.0,0.0,2,19.6
700,Chase Lucas,SF,DB,CB,17,,170.0,12.1,6.4,5.7,0.3,0.0,1.7,0.1,0.2,0.1,0.0,0.0,3,19.3
701,Justin Eboigbe,LAC,DL,DE,17,,135.0,11.0,4.2,6.0,1.2,1.0,0.4,0.1,0.1,0.1,0.0,0.0,2,19.2
702,Javon Solomon,BUF,DL,DE,17,,102.0,9.5,3.3,4.6,0.9,1.8,0.3,0.1,0.1,0.1,0.0,0.0,1,19.1
703,Khalil Dorsey,DET,DB,CB,17,,153.0,11.7,6.2,5.5,0.3,0.0,2.0,0.1,0.2,0.1,0.0,0.0,3,19.0
704,Brenton Cox,GB,DL,DE,17,,102.0,10.1,3.6,5.0,1.0,1.5,0.3,0.1,0.1,0.1,0.0,0.0,1,18.9
705,Jay Ward,MIN,DB,SS,17,,130.0,12.7,6.7,5.9,0.5,0.1,0.9,0.1,0.2,0.1,0.0,0.0,2,18.7
706,Leonard Taylor III,NYJ,DL,DT,17,,102.0,11.5,4.3,6.6,1.3,0.7,0.3,0.1,0.1,0.1,0.0,0.0,1,18.5
707,D.J. Ivey,CIN,DB,CB,17,,147.0,11.7,6.2,5.5,0.3,0.0,1.8,0.1,0.2,0.1,0.0,0.0,2,18.4
708,Nic Jones,NYG,DB,CB,17,,174.0,11.1,5.8,5.2,0.3,0.0,1.9,0.1,0.2,0.1,0.0,0.0,3,18.1
709,Mike Ford,ATL,DB,LCB,17,,136.0,8.9,6.0,2.9,0.3,0.0,1.6,0.5,0.1,0.1,0.0,0.1,7,17.9
710,Akayleb Evans,CAR,DB,CB,17,,161.0,10.5,5.6,4.9,0.3,0.0,1.7,0.3,0.1,0.1,0.0,0.0,5,17.8
711,Desjuan Johnson,LAR,DL,DE,17,,102.0,9.7,3.7,5.2,1.0,1.1,0.3,0.1,0.1,0.1,0.0,0.0,1,17.7
712,Jordan Howden,NO,DB,SS,17,,119.0,11.8,6.2,5.5,0.5,0.1,0.5,0.2,0.1,0.1,0.0,0.0,3,17.4
